page,country,rev_id,prediction
Charles Shanyurai Majange,Zimbabwe,796608492,Stub
Bonivert Claude,Haiti,796609742,Start
Alexander Poskrebyshev,Russia,796610539,FA
Vicente Bacallar,Spain,796610579,C
José Canalejas,Spain,796610638,Start
Clem Thomas,United Kingdom,796612645,Start
Ashour Bourashed,Libya,796614256,Stub
Bashir Ahmad Bezan,Afghanistan,796615232,Start
Carina Vance Mafla,Ecuador,796615764,Start
Adel Fakeih,Saudi Arabia,796617753,C
Christophe Steiner,Monaco,796619628,Stub
Juan Alfonso Fuentes Soria,Guatemala,796622701,Stub
Mohsin Ahmad al-Aini,Yemen,796625602,Start
Draoui Mohamed,Algeria,796627766,Stub
Edward Wilmot Blyden,Liberia,796630034,C
Ali Badjo Gamatié,Niger,796630100,C
Emilio Aceval,Paraguay,796631046,C
Felicito Ávila,Hondura,796635107,Stub
Maulvi Tamizuddin Khan,Pakistan,796636243,Start
Francisco Vázquez Gómez,Mexico,796637298,Start
Shwe Mann,Myanmar,796637307,GA
Moonis Elahi,Pakistan,796638729,Start
George William Anderson,United Kingdom,796640528,Start
Omar Yoke Lin Ong,Malaysia,796640739,C
Jean-Baptiste Boukary Lingani,Burkina Faso,796641586,Start
Herman Karl von Keyserling,Russia,796643145,Start
Hamid Algabid,Niger,796644914,C
Hasan Muratović,Bosnia-Herzegovina,796645522,Stub
Henry Barkly,Cape Colony,796646347,C
Andrés Amado Reygondaud,Spain,796649196,Stub
Rashed Khan Menon,Bangladesh,796650222,C
Faisal Karim Kundi,Pakistan,796651170,Start
Clodagh Jayasuriya,Sri Lanka,796653378,Start
Idriss Ndele Moussa,Chad,796654025,Stub
Jim Edwards (political activist),New Zealand,796656501,Stub
Ismaël Tidjani Serpos,Benin,796657036,Stub
Issa Lamine,Niger,796657167,C
Jacques Adiahénot,Gabon,796658641,C
James Madhavan,Fiji,796659157,Start
Bill Nankivell,Australia,796659447,Stub
Jean-Claude Pierre-Louis,Mauritius,796660470,Stub
Harout Chitilian,Armenia,796662869,C
Nicolae Crețulescu,Romania,796664733,Start
"José Baquíjano y Carrillo, Count of Vistaflorida",Spain,796664892,Start
José Sisto,Spain,796665107,C
José Solís Folch de Cardona,Spain,796665115,Start
José de Antequera y Castro,Paraguay,796665163,Start
Jaipal Reddy,India,796666016,C
Kapitan Laut Buisan,Philippines,796666427,Start
Kara Baya,Algeria,796666436,Stub
Kemoh Sesay,Sierra Leone,796667443,Start
Jimmy Stevens,Vanuatu,796667455,Start
Khauhelo Deborah Raditapole,Lesotho,796668031,C
Kostis Chatzidakis,Greece,796669592,Start
Mokdad Sifi,Algeria,796669862,Stub
Jimmy Mulroy,Ireland,796670321,Start
Emmalin Pierre,Grenada,796670468,Stub
Lee Maeba,Nigeria,796671529,Stub
Bob Cheek,Australia,796674499,Start
Blanca Magrassi Scagno,Mexico,796675319,C
Nuno Martins da Silveira,Portugal,796675346,Stub
Bùi Đình Dĩnh,Vietnam,796676699,Stub
Muhammad Yunus Nawandish,Afghanistan,796676748,Start
List of viceroys of Portugal,Spain,796682115,Stub
Gholam Reza Aghazadeh,Iran,796682433,Start
Chiang Been-huang,Taiwan,796682993,Start
Lovenes Gondwe,Malawi,796683966,Stub
Loyce Biira Bwambale,Uganda,796684047,Start
Tan Tee Beng,Malaysia,796684896,Start
Hillel Horowitz,Israel,796686590,Start
Marcos de Aguilar,Spain,796687462,Start
Tsai Sheng-pang,Taiwan,796688006,Stub
Ali Saeedlou,Iran,796688723,Start
Ibrahim A. Saney,Kenya,796689821,Stub
Ioan Mang,Romania,796690411,Stub
Mbaydoum Simeon,Chad,796690873,Stub
Mbonda Elie,Cameroon,796690909,Stub
Mike Kennedy Sebalu,Uganda,796694225,Stub
Simone Boccanegra,Italy,796694590,Start
Miria Matembe,Uganda,796695675,Start
Emiliano Figueroa,Chile,796695829,Start
Ahmad Shirzad,Iran,796696047,Stub
Mohammed el-Hadhiri,Libya,796696444,Stub
Pou Sothirak,Cambodia,796696955,Stub
Musa Alami,Palestinian Territory,796697881,C
Ngarindo Milengar,Chad,796700718,Stub
Tove Fraurud,Sweden,796701742,Stub
Ali Esbati,Sweden,796701946,Start
Maximilian Ulrich von Kaunitz,Austria,796702613,Start
Mustafa Tajouri,Libya,796703955,Stub
Olivier Dutheillet de Lamothe,France,796704791,Stub
Abdul-Latif Ali al-Mayah,Iraq,796706449,C
Paavo Arhinmäki,Finland,796707550,Start
Martti Korhonen,Finland,796707653,Stub
Berit Ås,Norway,796709110,C
Patricia Rodas,Hondura,796709335,Start
Angélica Araujo Lara,Mexico,796710360,Start
Mariano Sánchez de Loria,Argentina,796711798,Stub
Akis Tsochatzopoulos,Greece,796711985,C
Pierre Mauroy,France,796712207,B
Yevhen Konovalets,Ukraine,796712390,C
Valery Pyatnitsky,Ukraine,796712566,Start
Benjamín Galván Gómez,Mexico,796714316,GA
S. Shanmuganathan (Sri Lankan politician),Sri Lanka,796715185,Start
Rachel Katznelson-Shazar,Israel,796716287,Start
Kingunge Ngombale–Mwiru,Tanzania,796720160,Stub
Blanca Osuna,Argentina,796720823,Stub
Kwesi Amissah-Arthur,Ghana,796721083,Start
Inusah Fuseini,Ghana,796721241,Start
Haruna Iddrisu,Ghana,796721495,Start
Osei Kyei Mensah Bonsu,Ghana,796721695,Stub
Roque Rodrigues,East Timorese,796722416,Stub
Mahamudu Bawumia,Ghana,796722463,C
Ruben Zackhras,Marshall Islands,796723126,Start
Tawia Adamafio,Ghana,796723302,Start
Gumbay Piang,Philippines,796723628,Start
Sahbi Karoui,Tunisia,796724706,Stub
AKM Fazlul Kabir Chowdhury,Bangladesh,796724870,Stub
Michael Fu Tieshan,China,796725935,Start
Ajay Daby,Mauritius,796726308,Start
Elleck Mashingaidze,Zimbabwe,796726442,Stub
Sarah Henderson,Australia,796726465,Start
Sharif Kabungsuwan,Philippines,796729363,Stub
Alejandro Rebaza,Peru,796729685,Stub
Silikam néé Manamourou,Cameroon,796730895,Stub
Sergey Mikhaylovich Ignatyev,Russia,796734956,Stub
Chen Jitang,Taiwan,796735041,C
Éric Besson,France,796736048,C
Reza Rahmani,Iran,796738430,Stub
Jesse Robredo,Philippines,796740130,C
Wahab Dosumu,Nigeria,796741557,Stub
Nape Nnauye,Tanzania,796743415,Stub
Aram Grigoryan,Armenia,796744049,Start
Vahram Atanesyan,Armenia,796744469,Stub
David Babayan,Armenia,796744473,Start
Samvel Babayan,Armenia,796744476,C
Vitaly Balasanyan,Armenia,796744479,Start
Romela Dadayan,Armenia,796744489,Stub
Ashot Ghulian,Armenia,796744491,Start
Rudik Hyusnunts,Armenia,796744494,Stub
Gagik Petrosyan,Armenia,796744525,Stub
Arthur Tovmasyan,Armenia,796744547,Stub
Vardges Ulubabyan,Armenia,796744550,Stub
Anushavan Danielyan,Armenia,796744572,Stub
Oleg Yesayan,Armenia,796744587,Stub
Jopie Nooren,Netherlands,796746520,Stub
Togia Sioneholo,Niuean,796747380,Stub
Tomáš Zdechovský,Czech Republic,796749458,C
Christine B. Meyer,Norway,796750582,Stub
John Martin (New Zealand politician),New Zealand,796750955,Stub
Andrea Češková,Czech Republic,796751775,Stub
Michael Appleby (politician),New Zealand,796752031,Start
Dana Kuchtová,Czech Republic,796752629,Stub
Amy Tuck,United States,796753284,Start
Videt Carmichael,United States,796753459,Start
Verónica Macamo,Mozambique,796753941,Stub
Vicente Álvarez,Philippines,796754057,C
Paul Quinn (New Zealand politician),New Zealand,796757244,Start
Janak Kumari Chalise,Nepal,796758612,Stub
Bella Kocharyan,Armenia,796759399,Stub
Yehuda Leib Maimon,Israel,796759474,Start
William Warda,Iraq,796760121,Stub
Empress Dowager Longyu,China,796764702,C
Mohammad Mojabi,Iran,796766721,Stub
Nurjahan Murshid,Bangladesh,796767727,C
Captains Regent,San Marino,796767748,C
Nguyễn Hữu Thọ,Vietnam,796770604,Start
Arlene B. Arcillas,Philippines,796772904,Stub
Mike Verstraeten,Belgium,796774321,Stub
Yuriy Kravchenko,Ukraine,796776530,Start
Božo Ljubić,Bosnia-Herzegovina,796779268,Start
Salih Jabr,Iraq,796783178,Stub
Thomas de Roxas,Spain,796783851,Start
Jean-Pierre Plichon,France,796785754,C
José Ignacio de Merlos,Spain,796786262,Start
Rebecca Nyandeng De Mabior,South Sudan,796788170,Start
Vicky Leandros,Greece,796803284,C
Abdirahman Jama Barre,Somalia,796805109,C
Bob Casey Jr.,Ireland,796806075,GA
Kalema of Buganda,Uganda,796808819,Start
Carlos Menem,Argentina,796811087,FA
List of heads of state of Malta,Malta,796811184,C
Stephen Dhieu Dau,South Sudan,796822635,Stub
Shahrbanoo Amani,Iran,796822743,Stub
Mohammad-Javad Haghshenas,Iran,796822748,Stub
Mahmoud Mirlohi,Iran,796822867,Stub
Vilma Espín,Cuba,796823704,C
Seppo Kääriäinen,Finland,796824340,Stub
Rudolf Margolius,Czech Republic,796825099,C
Diluwa Khutugtu Jamsrangjab,Mongolia,796827263,Start
"Francis, Duke of Guise",France,796827400,C
Ang Hin Kee,Singapore,796827654,Start
Sardar Fateh Muhammad Muhammad Hassani,Pakistan,796828148,Stub
Kaqusha Jashari,Kosovo,796829344,Start
Nguyễn Chí Thanh,Vietnam,796830928,Start
Alberto Couriel,Uruguay,796831388,Stub
Mahnoosh Motamedi Azari,Iran,796831400,Stub
Masoumeh Abad,Iran,796832507,Start
Alireza Dabir,Iran,796832558,Start
Joseph Pairin Kitingan,Malaysia,796833506,C
Shahram Dabiri Oskuei,Iran,796837798,Start
Pedro Varela,Uruguay,796840310,Stub
Gim Yuk,"Korea, South",796840551,Stub
Sol Aragones,Philippines,796842814,Start
Abdolreza Rahmani Fazli,Iran,796845826,C
Mohammad Reza Badamchi,Iran,796847087,Stub
Samina Khalid Ghurki,Pakistan,796849002,Start
Adebayo Lawal,Nigeria,796850334,Stub
Adele Faccio,Italy,796851385,Stub
Ferdinand Waititu,Kenya,796853680,Start
Iftikhar Khan Jhagra,Pakistan,796854114,Stub
Vishnu Gupta,India,796855002,Stub
Rana Iqbal Ahmad Khan,Pakistan,796856494,C
Ehsan-ul-Haq Piracha,Pakistan,796857427,Start
Qamar Zaman Shah,Pakistan,796857902,Stub
Raes Jamil Bhurgari,Pakistan,796857925,Stub
Tint Swe (minister),Myanmar,796859938,Stub
Manoranjan Shill Gopal,Bangladesh,796860586,Stub
Basit Jehangir Sheikh,Pakistan,796862062,C
Muhammad Afzal Sindhu,Pakistan,796862138,Stub
Kashmala Tariq,Pakistan,796863014,Start
Manzoor Wassan,Pakistan,796863065,Stub
Zainul Abideen,Pakistan,796863249,Stub
Sam of Gojoseon,"Korea, South",796864047,Stub
No Choe,"Korea, South",796864173,Start
No In,"Korea, South",796864214,Start
Syed Zafar Ali Shah,Pakistan,796864288,Start
M. Nawaz Khokhar,Pakistan,796864878,Stub
Ramón Chíes,Spain,796865671,Start
Tudor Deliu,Moldova,796867077,Stub
Nae-Simion Pleșca,Moldova,796867124,Stub
Constantin Tănase (journalist),Moldova,796867164,Stub
Yahya Ould Hademine,Mauritania,796867847,Start
Ala Mândâcanu,Moldova,796868047,Stub
Gholam Ali Jafarzadeh,Iran,796868744,Stub
Lotfollah Meisami,Iran,796871607,Start
Hassan Bayadi,Iran,796875190,Stub
Beatrice Lorenzin,Italy,796877032,Start
Mário Covas,Brazil,796878149,Start
Seyyed Ebrahim Amini,Iran,796878903,Stub
Talab Abu Arar,Israel,796879168,Stub
Alyona Shkrum,Ukraine,796879371,Stub
Chester Chou,Taiwan,796880926,Stub
Sadia Abbasi,Pakistan,796881246,Stub
Alex Tan,Singapore,796882465,Start
Khosro Daneshjou,Iran,796882635,Stub
Mojtaba Shakeri,Iran,796885078,Stub
Abdesslam Yassine,Morocco,796885079,Start
List of emirs of Kuwait,Kuwait,796885347,C
Abdul Rahman (Afghan minister),Afghanistan,796885432,Stub
Lourdes Tibán,Ecuador,796885965,Stub
Abdullah Wardak,Afghanistan,796885985,C
Abdullah bin Hamad Al Attiyah,Qatar,796886066,C
Avelino Coelho da Silva,East Timorese,796886084,Stub
Abdulrahman al-Nuaimi,Bahrain,796886151,Start
Abdurrahim El-Keib,Libya,796886195,C
Julius Malombe,Kenya,796886367,Stub
Abeyratne Ratnayaka,Sri Lanka,796886526,Stub
Mohammad Atrianfar,Iran,796887256,Start
Thupstan Chhewang,India,796887436,Start
Rahmatollah Khosravi,Iran,796887475,Stub
Abdul Gani (soldier),Pakistan,796887494,Start
Abraham Albert Heaps,Canada,796887508,Start
Abbas Duzduzani,Iran,796887565,Start
Saeid Daghighi,Iran,796888006,Start
Shakur Akbarnejad,Iran,796888070,Stub
Aleksandar Alekov,Bulgaria,796888848,Start
Hadi Bahadori,Iran,796888865,Stub
Ahmad Amirabadi,Iran,796889334,Start
Artur Wuorimaa,Finland,796889970,Stub
Muhammad az-Zanati,Libya,796890077,Stub
Mari Elka Pangestu,Indonesia,796891807,C
Johann Viktor Bredt,Germany,796893472,Stub
Ngola Kabangu,Angola,796893647,Stub
Marc Ravalomanana,Madagascar,796894637,GA
Sagid Murtazaliev,Dagestani,796896055,Start
Adil Çarçani,Albania,796896129,Start
Alby Broadby,Australia,796898805,Stub
Maria Mutagamba,Uganda,796899099,C
Advisor to the President of Iran,Iran,796899599,Start
Aldo Bumçi,Albania,796899839,Start
Tomu Sione,Tuvalu,796900651,Start
Mohammad Esmaeil Saeidi,Iran,796902001,Stub
Shahabaddin Bimeghdar,Iran,796902302,Stub
Eufrosina Cruz,Mexico,796902579,C
Mohammad Hossein Farhanghi,Iran,796902704,Stub
Zahra Saei,Iran,796903407,Start
Jamshid Ansari,Iran,796903652,Stub
Mohammad Esmaeili,Iran,796904327,Stub
Mohsen Alimardani,Iran,796904341,Stub
Kamaladdin Pirmoazzen,Iran,796905880,Stub
Mostafa Afzalifard,Iran,796906106,Stub
Reza Karimi (politician),Iran,796906801,Stub
Sodeif Badri,Iran,796907614,Stub
Mohammad Feyzi,Iran,796907877,Stub
Aden Ibrahim Aw Hirsi,Somalia,796908837,Start
Malik Nawab Sher Waseer,Pakistan,796909949,Stub
Augusto Vandor,Argentina,796910989,Start
Palestinian Declaration of Independence,Palestinian Territory,796911861,C
Gilberto Kassab,Brazil,796916100,Start
Will Morin,Canada,796919522,Start
Jan Pietrzak,Poland,796920345,Start
Jaleshwar Mahato,India,796921779,Stub
Antonio José de Sucre,Bolivia,796923135,C
Ahmad Kurd,Palestinian Territory,796924085,Stub
Ahmed Abdisalam Adan,Somalia,796924295,C
Ahmed Abu Risha,Iraq,796924355,GA
Ahmed bin Rashid Al Maktoum,United Arab Emirates,796924702,Stub
Ahmed bin Zayed Al Nahyan,United Arab Emirates,796924718,Start
Chairman of the Council of Ministers of Bosnia and Herzegovina,Bosnia-Herzegovina,796924872,Start
Karen Struthers,Australia,796926986,Start
Rustam Azimov,Uzbekistan,796927598,Start
Abdel Moneim El Shahat,Egypt,796929618,Stub
Abderrahmane Benkhalfa,Algeria,796929637,Stub
Ahmad Jarba,Syria,796930357,Start
"Akbar Hashemi Rafsanjani presidential campaign, 2013",Iran,796931365,C
Al-Shymaa Kway-Geer,Tanzania,796933704,Stub
Hossein Fardoust,Iran,796937454,C
Alberto Santofimio,Colombia,796937950,Start
Alejandro Foxley,Chile,796938948,Start
Alexis Argüello,Nicaragua,796943261,C
Alfredo Bravo,Argentina,796944712,Start
Alfredo Zayas y Alfonso,Cuba,796944802,C
Ali Ahsan Mohammad Mojaheed,Bangladesh,796945105,C
Ali Akbar Mohtashamipur,Iran,796945117,B
Ali Kafi,Algeria,796945473,Start
Alim Sherzamonov,Tajikistan,796947283,Start
Vladimir Bakarić,Croatia,796947477,Start
Bruce Hood (ice hockey),Canada,796947531,C
Ivo Perišin,Croatia,796947541,Start
Jure Bilić,Croatia,796947583,Stub
Katica Ivanišević,Croatia,796948039,Stub
Muwallil Wasit I of Sulu,Philippines,796948889,C
Alla Dzhioyeva,Ossetian,796950389,C
Allyson Maynard Gibson,Bahamas,796952669,C
Basma Riaz Choudhry,Pakistan,796952884,Stub
Aloisea Inyumba,Rwanda,796953138,C
Alphonse de Lamartine,France,796953635,C
Protais Zigiranyirazo,Rwanda,796954236,Start
Aly Lotfy Mahmoud,Egypt,796954945,Stub
Amadou Sanogo,Mali,796955220,GA
Michael Okyere Baafi,Ghana,796956314,Start
Dragiša Cvetković,Serbia,796960906,Stub
Božidar Purić,Serbia,796961049,Stub
Džemal Bijedić,Bosnia-Herzegovina,796961280,Start
Veselin Đuranović,Montenegro,796961317,Start
Ante Marković,Bosnia-Herzegovina,796961419,C
Amin al-Majaj,Palestinian Territory,796961464,Start
Gao Gong,China,796962902,Start
Anatoly Artamonov,Russia,796964837,Start
Werner Scholem,Germany,796964939,C
André Ntagerura,Rwanda,796969975,Stub
Angelo Persichilli,Canada,796971964,Start
Ahmad Fuad Mohieddin,Egypt,796973935,Stub
Ahmed Bhamji,Fiji,796973951,Stub
Indika Bandaranayake,Sri Lanka,796974270,Stub
Alfredo Sfeir,Chile,796974461,Start
Abdul Ahad Karzai,Afghanistan,796975361,Start
Justin Lekhanya,Lesotho,796976046,Start
Anne Lauvergeon,France,796978050,C
Léopold Sédar Senghor,Senegal,796981018,C
Antoine Ghanem,Lebanon,796982981,C
Jang Hyeongwang,"Korea, South",796983268,Stub
Muhammad Jameel Didi,Maldives,796984011,Start
Jovan Ilić,Serbia,796985169,Start
Annikki Paasikivi,Finland,796986515,Stub
Gary Estrada,Philippines,796988403,C
Bekir Bozdağ,Turkey,796989091,Start
Jovan Ćirković,Serbia,796989585,Start
Shehla Raza,Pakistan,796990025,Start
Sadollah Nasiri Gheydari,Iran,796990295,Start
Dana Rosemary Scallon,Ireland,796991589,C
Sarah Achieng Opendi,Uganda,796991691,C
João Lourenço da Cunha,Portugal,796992006,Start
Antonio Ibáñez Freire,Spain,796993239,Start
Antti Kuosmanen,Finland,796993998,Stub
Antti Hackzell,Finland,796994056,Start
Apiwan Wiriyachai,Thailand,796995036,Start
Arash Miresmaeili,Iran,796997794,C
Aristides Pereira,Cape Verde,797000483,Start
Ellen Gracie Northfleet,Brazil,797000773,C
Odysseas Angelis,Greece,797000930,Start
Arlene Perly Rae,Canada,797001168,Start
Ramon Paje,Philippines,797001743,Start
Corazon Soliman,Philippines,797001965,Stub
Arsala Jamal,Afghanistan,797002885,B
Arthur Mitchell (Yukon politician),Canada,797004812,C
Aslan Musin,Kazakhstan,797008293,Start
Aden Robleh Awaleh,Djibouti,797008672,C
Nicolas René Berryer,France,797015301,Start
Audrey Gelman,United States,797015825,Start
Aung Kyi,Myanmar,797016749,Start
Malak Azmat Khan,Pakistan,797017980,Stub
Liang Lingzan,China,797018285,Start
Sin Sukju,"Korea, South",797019806,Start
Awad al-Baraasi,Libya,797020109,Stub
Azadeh Shafiq,Iran,797021302,Start
Aziz Akhannouch,Morocco,797021594,Start
Aziz Duwaik,Palestinian Territory,797021613,C
Mohammed Kuti,Kenya,797023837,Stub
Alfons Siffer,Belgium,797025612,Stub
Alfredo Nobre da Costa,Portugal,797026004,Start
Mustapha B. Wadda,Gambia,797027037,Stub
Abdolvahed Mousavi Lari,Iran,797027368,Stub
Abdulkarim Al-Arhabi,Yemen,797027777,Stub
Barney Danson,Canada,797027806,C
Kashi Paudel,Nepal,797028909,Stub
Joseph Obgeb Jimmy,Namibia,797028914,Stub
Mun Song-sul,"Korea, South",797028964,Stub
Bakhtiar Amin,Iraq,797029376,Start
Miriam Dell,New Zealand,797029702,Start
Lord Charles Somerset,Cape Colony,797029963,Start
Sardar Bahadur Ahmed Khan,Pakistan,797030894,Stub
Bandar bin Sultan Al Saud,Saudi Arabia,797031815,B
Blairo Maggi,Brazil,797031831,Start
Anghel Nour,Moldova,797032130,Stub
Rufino de Elizalde,Argentina,797033423,Stub
Aminata Touré,Senegal,797033657,Start
Baqir Jabr al-Zubeidi,Iraq,797033786,Start
Abdelbaki Hermassi,Tunisia,797034094,Stub
Abdul Hamid Khan (politician),Pakistan,797035244,Stub
Mame Madior Boye,Senegal,797035392,C
Tanasije Dinić,Serbia,797035504,Stub
Francisco de Cabrera,Argentina,797036771,Start
Vasily Nebenzya,Russia,797036893,Start
Shailendra Kumar Upadhyaya,Nepal,797037642,Stub
Count Karl Sigmund von Hohenwart,Austria,797037653,B
Abdeslam Bouchouareb,Algeria,797037799,Stub
Bashir Tofa,Nigeria,797039755,Start
Piero Colonna,Italy,797040260,Stub
Bassem Ouda,Egypt,797040401,Start
Manuel Tilman,East Timorese,797040695,Stub
Anatoly Aksakov,Russia,797040989,Start
Rosen Vladimirov,Bulgaria,797042027,Stub
Rudolf Bahro,Germany,797043131,B
Xiang Jingyu,China,797043445,C
Juan José Torres,Bolivia,797044999,C
Amanullah Khan,Afghanistan,797048177,C
Barry S. Wynn,United States,797049556,Stub
Jacques Poos,Luxembourg,797050751,Start
Andrew Mald,Papua New Guinea,797051243,Start
Gertraud Wagner-Schöppl,Austria,797051931,Stub
Simeon Daniel,Saint Kitts and Nevis,797053483,Start
Benjamín Medrano Quezada,Mexico,797056681,C
Sibakatullah Ansari,India,797060452,Stub
Taj al-Din al-Hasani,Syria,797060485,C
Ignatz Bubis,Germany,797061746,Start
Arthur Ranc,France,797063451,Start
Aarno Yrjö-Koskinen,Finland,797064591,Start
Hjalmar J. Procopé,Finland,797065587,Start
Onni Talas,Finland,797067445,Stub
Samuela Vunivalu,Fiji,797068386,Start
Independence Club,"Korea, South",797070010,B
Independence Gate,"Korea, South",797070013,Start
Kim Kyu-sik,"Korea, South",797070016,C
Lee Kyu-wan,"Korea, South",797070025,Start
People's joint association,"Korea, South",797070030,Start
Philip Jaisohn (statue),"Korea, South",797070032,Stub
Seo Jae-chang,"Korea, South",797070033,Start
Tongnip Sinmun,"Korea, South",797070040,C
Yeongeunmun,"Korea, South",797070042,C
Viorel Cibotaru,Moldova,797071557,Stub
Mike Jakubo (curler),Canada,797072045,Stub
Zeenat Karzai,Afghanistan,797072546,Start
Henry Hesketh Bell,Nigeria,797072646,Stub
Ana Botella,Spain,797074027,Start
Ahmed Wali Karzai,Afghanistan,797074740,C
Elaheh Rastgou,Iran,797076595,C
Alexander Bovin,Russia,797077675,C
Eliza Roszkowska Öberg,Poland,797082323,Stub
Ali Saberi,Iran,797084475,Stub
Ali Soufi,Iran,797084602,Stub
Ahmed Al-Eissa,Saudi Arabia,797085691,Stub
Lia Finocchiaro,Australia,797086564,C
Miklós Vay,Hungary,797086691,Start
Anthony Akoto Osei,Ghana,797087215,Stub
Burhanuddin Rabbani,Afghanistan,797089185,C
Bob Attersley,Canada,797089442,C
Lizzy van Dorp,Netherlands,797090376,Start
Bob McDonald (politician),Canada,797090959,Start
Empress Dowager Xiaojing,China,797092407,Start
Michael Ranzenhofer,United States,797094937,Start
Oyunerdene Luvsannamsrai,Mongolia,797097309,C
Víctor Castro (landowner),United States,797097345,Start
Brad Courtney,United States,797098442,Start
Georges Marsan,Monaco,797099265,Start
Abu Hussain Sarkar,Pakistan,797100120,Start
Brahim Zniber,Morocco,797101728,B
René-Dambert Ndouane,Congo,797103048,C
Heli Paasio,Finland,797103401,Stub
Eduardo Angeloz,Argentina,797103519,Start
Arthur Robes,Philippines,797116148,Start
Nexhmije Hoxha,Albania,797116789,Start
Ahmed Yassin,Palestinian Territory,797122322,GA
M. M. Rajendran,India,797122457,Stub
William Bullock Ives,Canada,797123861,Stub
Uran Botobekov,Kyrgyzstan,797131001,C
Marta Larraechea,Chile,797131546,Start
Carlos Ibáñez del Campo,Chile,797131867,C
Pedro Opaso,Chile,797132058,Start
C. Louis Kincannon,United States,797133197,Start
List of heads of state of Romania,Romania,797135576,C
Cabot family,United States,797136951,B
Li Yu (Southern Tang),China,797137702,GA
Jorge Santos (politician),Cape Verde,797137968,Stub
Elbio Rosselli,Uruguay,797145137,Stub
Zheng Zhilong,China,797147841,C
Caren Merrick,United States,797149477,Start
Carl Venne,United States,797150597,Stub
Carlo Bo,Italy,797150905,Start
Carlos Eugenio Vides Casanova,Salvadoran,797151261,C
Sun Lih-chyun,Taiwan,797151419,Start
Jen Hong,Taiwan,797151962,Stub
Inayatullah Khan,Afghanistan,797153892,Stub
Anvar Juraboev,Uzbekistan,797154931,Start
Nasrullah Khan (Afghanistan),Afghanistan,797155187,GA
Carsten Linnemann,Germany,797155740,Start
Mohammad Azam Khan,Afghanistan,797156968,Stub
Mohammad Afzal Khan,Afghanistan,797157277,Stub
Fred Ohene-Kena,Ghana,797157520,Stub
Sim Ann,Singapore,797159286,Start
Rafael Pardo Rueda,Colombia,797159443,Start
Catherine Pinhas,Canada,797159542,Start
Ramona Mănescu,Romania,797161349,C
Cecilia Kadzamira,Malawi,797161472,C
Cemile Giousouf,Germany,797162545,C
Kostas Karras,Greece,797166153,Stub
Charles Blé Goudé,Ivorian,797168824,C
Phillip Chiyangwa,Zimbabwe,797170378,Start
Charles-Ange Laisant,France,797171790,Start
Victor Ambartsumian,Russia,797172233,C
Lakhdar Brahimi,Algeria,797172347,C
John Carnie,Australia,797174173,Stub
Henri Helou,Lebanon,797179482,Start
Khalid Mehmood Soomro,Pakistan,797179978,Start
Jakob Stämpfli,Switzerland,797181078,Stub
Ch. Chhunga,India,797181768,Start
Meir Dizengoff,Israel,797181959,C
Mohamed Khaled Nordin,Malaysia,797182387,Start
Vlada Ilić,Serbia,797182514,GA
Albulena Haxhiu,Albania,797183093,Stub
Léon-Alfred Opimbat,Congo,797183186,C
Gheorghe Grigore Cantacuzino,Romania,797184306,Stub
Mohammad Shafi Bhat,India,797184459,Stub
Nicolas Schmit,Luxembourg,797191840,Start
Vivian Balakrishnan,Singapore,797193123,C
Adnan Jashari,Macedonia,797194590,Start
Radmila Šekerinska,Macedonia,797194679,Start
Noemí Rial,Argentina,797194878,C
Peder Griffenfeld,Denmark,797200722,B
Mia Davies,Australia,797202076,C
Freddie Webb,Philippines,797203312,C
Heo Jeok,"Korea, South",797204242,Stub
Heo Mok,"Korea, South",797204305,C
Katerina Batzeli,Greece,797212152,Stub
Gabriel Valère Eteka Yemet,Congo,797212223,Start
Augustin Dumon-Dumortier,Belgium,797213149,Start
Akhmed Zakayev,Chechen,797214106,B
Oluranti Adebule,Nigeria,797214276,Start
Mick Wallace,Ireland,797214851,GA
Beriz Belkić,Bosnia-Herzegovina,797214902,Stub
Ioan Kalinderu,Romania,797215649,FA
Mary Fitzpatrick,Ireland,797215679,C
Ahmad Behzad,Afghanistan,797216331,Start
Abdollah Javadi-Amoli,Iran,797217235,C
Esther-Mirjam Sent,Netherlands,797217369,Stub
List of current members of the National Assembly of Botswana,Botswana,797217603,Start
Andreas Shipanga,Namibia,797218947,C
Bello Mohammed Tukur,Nigeria,797218957,Start
Hermanus Beukes,Namibia,797219044,Stub
Andrzej Kosztowniak,Poland,797219544,Stub
Marleen Barth,Netherlands,797220219,Start
Boris Skossyreff,Andorra,797220803,C
Bronisław Pieracki,Poland,797221123,Start
Jeannette Kagame,Rwanda,797221138,Start
Butterworth Stavely,Pitcairn Islands,797221428,Start
Raj Kumar Jaichandra Singh,India,797221701,Start
Morgan Johansson,Sweden,797222689,Start
Abu Mbawa Kongobah,Sierra Leone,797222969,Stub
Abdelkader Lecheheb,Morocco,797223839,Start
Bob Ryan (mayor),United States,797223921,C
Chea Sim,Cambodia,797224256,C
Achérif Ag Mohamed,Mali,797224288,Stub
Klas Eklund,Sweden,797224391,C
Abba Eban,South Africa,797225018,C
Pál Szende,Hungary,797225302,Start
René Monory,France,797225744,Start
Chenjerai Hunzvi,Zimbabwe,797225827,C
Anne Makinda,Tanzania,797226900,Stub
Addie Morrow,Ireland,797228964,Start
Naim Moghabghab,Lebanon,797233551,Stub
Wang Suyi,China,797233882,Start
